id,prestacion_Id_id,codCIE10_Id_id
3028,NM180112,Q41.9
3029,NM180112,Q42.0
3030,NM180112,Q42.1
3031,NM180112,Q42.9
3032,NM180112,Q43.0
3033,NM180112,Q43.1
3034,NM180112,Q43.2
3035,NM180112,Q43.3
3036,NM180112,Q43.4
3037,NM180112,Q43.6
3038,NM180112,Q43.8
3039,NM180112,Q43.9
3040,NM180112,Q44.0
3041,NM180112,Q44.1
3042,NM180112,Q44.2
3043,NM180112,Q44.3
3044,NM180112,Q44.4
3045,NM180112,Q44.5
3046,NM180112,Q44.6
3047,NM180112,Q44.7
3048,NM180112,Q45.0
3049,NM180112,Q45.1
3050,NM180112,Q45.2
3051,NM180112,Q45.3
3052,NM180112,Q45.8
3053,NM180112,Q51.7
3054,NM180112,Q52.2
3055,NM180112,Q60.0
3056,NM180112,Q60.2
3057,NM180112,Q60.3
3058,NM180112,Q60.4
3059,NM180112,Q60.5
3060,NM180112,Q61.0
3061,NM180112,Q61.1
3062,NM180112,Q61.2
3063,NM180112,Q61.4
3064,NM180112,Q61.5
3065,NM180112,Q61.8
3066,NM180112,Q61.9
3067,NM180112,Q62.0
3068,NM180112,Q62.1
3069,NM180112,Q62.2
3070,NM180112,Q62.3
3071,NM180112,Q62.4
3072,NM180112,Q62.5
3073,NM180112,Q62.6
3074,NM180112,Q62.7
3075,NM180112,Q62.8
3076,NM180112,Q63.0
3077,NM180112,Q63.1
3078,NM180112,Q63.2
3079,NM180112,Q63.3
3080,NM180112,Q63.8
3081,NM180112,Q63.9
3082,NM180112,Q79.2
3083,NM180112,Q79.3
3084,NM180112,Q79.5
3085,NM180112,Q89.0
3086,NM180112,Q89.1
3087,NM180112,R10.1
3088,NM180112,R10.3
3089,NM180112,R10.4
3090,NM180112,R14
3091,NM180112,R15
3092,NM180112,R16.0
3093,NM180112,R16.1
3094,NM180112,R16.2
3095,NM180112,R18
3096,NM180112,R19.0
3097,NM180112,R19.3
3098,NM180112,R19.8
3099,NM180112,R93.4
3100,NM180112,S30.1
3101,NM180112,S31.1
3102,NM180112,S31.8
3103,NM180112,S35.0
3104,NM180112,S35.1
3105,NM180112,S35.2
3106,NM180112,S35.3
3107,NM180112,S35.4
3108,NM180112,S35.5
3109,NM180112,S35.7
3110,NM180112,S35.8
3111,NM180112,S36.0
3112,NM180112,S36.1
3113,NM180112,S36.2
3114,NM180112,S36.3
3115,NM180112,S36.4
3116,NM180112,S36.5
3117,NM180112,S36.6
3118,NM180112,S36.8
3119,NM180112,S36.9
3120,NM180112,S37.0
3121,NM180112,S37.1
3122,NM180112,S37.2
3123,NM180112,S37.7
3124,NM180112,S37.8
3125,NM180112,T02.1
3126,NM180112,T02.7
3127,NM180112,T18.2
3128,NM180112,T18.3
3129,NM180112,T18.4
3130,NM180112,T18.5
3131,NM180112,T18.8
3132,NM180112,T19.1
3133,NM180112,T19.8
3134,NM180112,T28.2
3135,NM180112,T28.7
3136,NM180112,T34.3
3137,NM180112,T83.5
3138,NM180112,T85.5
3139,NM180112,T86.1
3140,NM180112,T86.4
3141,NM180112,T86.8
3142,NM180112,T86.9
3143,NM180112,T98.0
3144,NM180112,U07.1
3145,NM180112,W34
3146,NM180112,W44
3147,NM180112,W45
3148,NM180112,W57
3149,NM180112,W64
3150,NM180112,W88
3151,NM180112,W91
3152,NM180112,X31
3153,NM180112,X49
3154,NM180112,Y83.0
3155,NM180112,Y83.6
3156,NM180112,Y83.8
3157,NM180112,Y83.9
3158,NM180112,Y84.2
3159,NM180112,Y84.6
3160,NM180112,Y84.8
3161,NM180112,Y84.9
3162,NM180112,Z85.0
3163,NM180112,Z85.5
3164,NM180112,Z87.1
3165,NM180112,Z90.4
3166,NM180112,Z90.5
3167,NM180112,Z92.4
3168,NM180112,Z93.1
3169,NM180112,Z94.0
3170,NM180112,Z94.8
3171,NM180112,Z95.8
3172,NM180112,Z98.0
3173,NM180112,Z99.2
3174,NM180114,C61
3175,NM180114,C67.0
3176,NM180114,C67.1
3177,NM180114,C67.2
3178,NM180114,C67.3
3179,NM180114,C67.4
3180,NM180114,C67.5
3181,NM180114,C67.6
3182,NM180114,C67.8
3183,NM180114,C67.9
3184,NM180114,C79.1
3185,NM180114,D07.5
3186,NM180114,D09.0
3187,NM180114,D29.1
3188,NM180114,D30.3
3189,NM180114,D40.0
3190,NM180114,D41.4
3191,NM180114,N21.0
3192,NM180114,N32.0
3193,NM180114,N32.1
3194,NM180114,N32.3
3195,NM180114,N32.4
3196,NM180114,N32.8
3197,NM180114,N32.9
3198,NM180114,N40
3199,NM180114,N41.0
3200,NM180114,N41.1
3201,NM180114,N41.2
3202,NM180114,N41.3
3203,NM180114,N41.9
3204,NM180114,N42.0
3205,NM180114,N42.1
3206,NM180114,N42.2
3207,NM180114,N42.3
3208,NM180114,N42.9
3209,NM180114,Q55.4
3210,NM180114,Q62.0
3211,NM180114,Q62.1
3212,NM180114,Q64.1
3213,NM180114,Q64.3
3214,NM180114,Q64.5
3215,NM180114,Q64.6
3216,NM180114,Q64.7
3217,NM180114,R93.4
3218,NM180114,S37.2
3219,NM180114,S37.20
3220,NM180114,S37.21
3221,NM180114,S37.31
3222,NM180114,S37.70
3223,NM180114,S37.80
3224,NM180114,S37.81
3225,NM180114,T19.1
3226,NM180114,T19.8
3227,NM180114,T81.2
3228,NM180114,T83.0
3229,NM180114,T83.5
3230,NM180114,Z85.4
3231,NM180114,Z90.6
3232,NM180114,Z93.5
3233,NM180114,Z12.5
3234,NM180114,Z12.6
3235,NM180171,A18.1
3236,NM180171,A54.2
3237,NM180171,A56.1
3238,NM180171,C52
3239,NM180171,C53.0
3240,NM180171,C53.1
3241,NM180171,C53.8
3242,NM180171,C53.9
3243,NM180171,C54.0
3244,NM180171,C54.1
3245,NM180171,C54.2
3246,NM180171,C54.3
3247,NM180171,C54.8
3248,NM180171,C54.9
3249,NM180171,C55
3250,NM180171,C56
3251,NM180171,C57.0
3252,NM180171,C58
3253,NM180171,C67.9
3254,NM180171,C76.3
3255,NM180171,C79.6
3256,NM180171,D06.0
3257,NM180171,D06.1
3258,NM180171,D06.9
3259,NM180171,D07.0
3260,NM180171,D07.2
3261,NM180171,D07.3
3262,NM180171,D25.0
3263,NM180171,D25.1
3264,NM180171,D25.2
3265,NM180171,D25.9
3266,NM180171,D26.0
3267,NM180171,D26.1
3268,NM180171,D26.7
3269,NM180171,D26.9
3270,NM180171,D27
3271,NM180171,D28.1
3272,NM180171,D28.2
3273,NM180171,D36.7
3274,NM180171,D39.0
3275,NM180171,D39.1
3276,NM180171,D39.2
3277,NM180171,D39.7
3278,NM180171,D39.9
3279,NM180171,E28.2
3280,NM180171,N70.0
3281,NM180171,N70.1
3282,NM180171,N70.9
3283,NM180171,N71.0
3284,NM180171,N71.1
3285,NM180171,N71.9
3286,NM180171,N72
3287,NM180171,N73.6
3288,NM180171,N74.1
3289,NM180171,N74.3
3290,NM180171,N74.8
3291,NM180171,N76.0
3292,NM180171,N76.1
3293,NM180171,N76.5
3294,NM180171,N76.8
3295,NM180171,N77.1
3296,NM180171,N80.0
3297,NM180171,N80.1
3298,NM180171,N80.2
3299,NM180171,N80.4
3300,NM180171,N81.1
3301,NM180171,N81.2
3302,NM180171,N81.3
3303,NM180171,N81.4
3304,NM180171,N81.5
3305,NM180171,N81.6
3306,NM180171,N81.8
3307,NM180171,N82.0
3308,NM180171,N82.1
3309,NM180171,N82.2
3310,NM180171,N82.3
3311,NM180171,N82.4
3312,NM180171,N82.5
3313,NM180171,N82.8
3314,NM180171,N82.9
3315,NM180171,N83.0
3316,NM180171,N83.1
3317,NM180171,N83.2
3318,NM180171,N83.3
3319,NM180171,N83.4
3320,NM180171,N83.5
3321,NM180171,N83.6
3322,NM180171,N83.8
3323,NM180171,N83.9
3324,NM180171,N84.0
3325,NM180171,N84.1
3326,NM180171,N84.2
3327,NM180171,N84.8
3328,NM180171,N85.0
3329,NM180171,N85.1
3330,NM180171,N85.2
3331,NM180171,N85.3
3332,NM180171,N85.4
3333,NM180171,N85.6
3334,NM180171,N85.7
3335,NM180171,N85.8
3336,NM180171,N88.2
3337,NM180171,N88.3
3338,NM180171,N88.4
3339,NM180171,N88.8
3340,NM180171,N88.9
3341,NM180171,N89.3
3342,NM180171,N89.7
3343,NM180171,N89.8
3344,NM180171,N89.9
3345,NM180171,N93.8
3346,NM180171,N93.9
3347,NM180171,N94.4
3348,NM180171,N94.5
3349,NM180171,N94.6
3350,NM180171,N94.8
3351,NM180171,N97.0
3352,NM180171,N97.1
3353,NM180171,N97.2
3354,NM180171,N97.3
3355,NM180171,N97.8
3356,NM180171,N98.1
3357,NM180171,N99.2
3358,NM180171,N99.3
3359,NM180171,O00.1
3360,NM180171,O00.2
3361,NM180171,O00.8
3362,NM180171,O01.0
3363,NM180171,O01.1
3364,NM180171,O01.9
3365,NM180171,O02.0
3366,NM180171,O02.1
3367,NM180171,O02.8
3368,NM180171,O03.5
3369,NM180171,O03.8
3370,NM180171,O04.5
3371,NM180171,O04.8
3372,NM180171,O05.3
3373,NM180171,O05.5
3374,NM180171,O05.8
3375,NM180171,O06.4
3376,NM180171,O06.5
3377,NM180171,O06.8
3378,NM180171,O07.0
3379,NM180171,O07.3
3380,NM180171,O07.5
3381,NM180171,O07.8
3382,NM180171,O08.0
3383,NM180171,O08.6
3384,NM180171,O23.5
3385,NM180171,O71.2
3386,NM180171,Q50.0
3387,NM180171,Q50.1
3388,NM180171,Q50.2
3389,NM180171,Q50.3
3390,NM180171,Q50.4
3391,NM180171,Q50.5
3392,NM180171,Q50.6
3393,NM180171,Q51.0
3394,NM180171,Q51.1
3395,NM180171,Q51.2
3396,NM180171,Q51.3
3397,NM180171,Q51.4
3398,NM180171,Q51.5
3399,NM180171,Q51.6
3400,NM180171,Q51.7
3401,NM180171,Q51.8
3402,NM180171,Q51.9
3403,NM180171,Q52.0
3404,NM180171,Q52.1
3405,NM180171,Q52.2
3406,NM180171,Q52.4
3407,NM180171,Q52.8
3408,NM180171,R10.2
3409,NM180171,R19.0
3410,NM180171,R93.5
3411,NM180171,S37.4
3412,NM180171,S37.5
3413,NM180171,S37.6
3414,NM180171,S39.0
3415,NM180171,S39.9
3416,NM180171,T19.3
3417,NM180171,T28.3
3418,NM180171,T28.8
3419,NM180171,T83.3
3420,NM180171,T83.6
3421,NM180171,T83.8
3422,NM180171,Z01.4
3423,NM180171,Z85.4
3424,NM180171,Z90.7
3425,NM180172,D48.6
3426,NM180172,N60.0
3427,NM180172,N63
3428,NM180172,R92
3429,NM180172,R93.8
3430,NM180172,Z12.3
3431,NM180172,Z85.3
3432,NM180172,D37.6
3433,NM180172,K75.3
3434,NM180172,Z85.0
3435,NM180172,Z85.8
3436,NM180172,Z85.9
3437,NM180172,Z86.0
3438,NM180172,Z12.8
3439,NM180172,Z12.9
3440,NM180172,D41.0
3441,NM180172,D41.1
3442,NM180172,D41.2
3443,NM180172,D41.4
3444,NM180172,D41.9
3445,NM180172,Z85.5
3446,NM180172,D44.0
3447,NM180172,E01.1
3448,NM180172,E04.1
3449,NM180172,E04.2
3450,NM180172,E04.9
3451,NM180172,E05.1
3452,NM180172,E05.2
3453,NM180172,R22.1
3454,NM180172,D48.7
3455,NM180172,I88.1
3456,NM180172,I88.9
3457,NM180172,R59.0
3458,NM180172,R59.1
3459,NM180172,R59.9
3460,NM180172,Z86.2
3461,NM180172,Z13.0
3462,NM180172,D44.1
3463,NM180181,O26.2
3464,NM180181,O30.0
3465,NM180181,O30.1
3466,NM180181,O30.2
3467,NM180181,O30.8
3468,NM180181,O30.9
3469,NM180181,O31
3470,NM180181,O31.0
3471,NM180181,O31.1
3472,NM180181,O31.2
3473,NM180181,O31.8
3474,NM180181,Z32.1
3475,NM180181,Z33
3476,NM180181,Z34
3477,NM180181,Z34.0
3478,NM180181,Z34.8
3479,NM180181,Z34.9
3480,NM180181,Z35.0
3481,NM180181,Z35.1
3482,NM180181,Z35.2
3483,NM180181,Z35.3
3484,NM180181,Z35.4
3485,NM180181,Z35.5
3486,NM180181,Z35.6
3487,NM180181,Z35.7
3488,NM180181,Z35.8
3489,NM180181,Z35.9
3490,NM180181,Z64.0
3491,NM180202,E10.5
3492,NM180202,E11.5
3493,NM180202,E14.5
3494,NM180202,I70.2
3495,NM180202,I72.1
3496,NM180202,I72.4
3497,NM180202,I73.0
3498,NM180202,I73.8
3499,NM180202,I73.9
3500,NM180202,I74.0
3501,NM180202,I74.1
3502,NM180202,I74.2
3503,NM180202,I74.3
3504,NM180202,I74.4
3505,NM180202,I74.5
3506,NM180202,I77.0
3507,NM180202,I77.1
3508,NM180202,I77.2
3509,NM180202,I77.9
3510,NM180202,I79.2
3511,NM180202,I80.0
3512,NM180202,I80.1
3513,NM180202,I80.2
3514,NM180202,I80.3
3515,NM180202,I80.8
3516,NM180202,I81
3517,NM180202,I82
3518,NM180202,I82.0
3519,NM180202,I82.1
3520,NM180202,I82.2
3521,NM180202,I82.3
3522,NM180202,I82.8
3523,NM180202,I82.9
3524,NM180202,I83.0
3525,NM180202,I83.1
3526,NM180202,I83.2
3527,NM180202,I83.9
3528,NM180202,I86.8
3529,NM180202,I87.0
3530,NM180202,I87.2
3531,NM180202,O22.0
3532,NM180202,Q27.3
3533,NM180202,Q27.8
3534,NM180202,Q27.9
3535,NM180202,S35.5
3536,NM180202,S45.0
3537,NM180202,S45.1
3538,NM180202,S45.2
3539,NM180202,S45.3
3540,NM180202,S45.7
3541,NM180202,S45.9
3542,NM180202,S55.0
3543,NM180202,S55.1
3544,NM180202,S55.2
3545,NM180202,S55.7
3546,NM180202,S55.8
3547,NM180202,S65.0
3548,NM180202,S65.1
3549,NM180202,S65.4
3550,NM180202,S65.5
3551,NM180202,S65.7
3552,NM180202,S65.8
3553,NM180202,S65.9
3554,NM180202,S75.0
3555,NM180202,S75.1
3556,NM180202,S75.7
3557,NM180202,S85.0
3558,NM180202,S85.1
3559,NM180202,S85.2
3560,NM180202,S85.3
3561,NM180202,S85.4
3562,NM180202,S85.5
3563,NM180202,S85.7
3564,NM180202,S85.8
3565,NM180202,S95.0
3566,NM180202,S95.1
3567,NM180202,S95.2
3568,NM180202,S95.7
3569,NM180202,T11.4
3570,NM180202,T13.4
3571,NM180202,T82.3
3572,NM180202,T82.7
3573,NM180202,T82.8
3574,NM180202,Z95.8
3575,NM180272,D48.6
3576,NM180272,N60.0
3577,NM180272,N63
3578,NM180272,R92
3579,NM180272,R93.8
3580,NM180272,Z12.3
3581,NM180272,Z85.3
3582,NM180272,D37.6
3583,NM180272,K75.3
3584,NM180272,Z85.0
3585,NM180272,Z85.8
3586,NM180272,Z85.9
3587,NM180272,Z86.0
3588,NM180272,Z12.8
3589,NM180272,Z12.9
3590,NM180272,D41.0
3591,NM180272,D41.1
3592,NM180272,D41.2
3593,NM180272,D41.4
3594,NM180272,D41.9
3595,NM180272,Z85.5
3596,NM180272,D44.0
3597,NM180272,E01.1
3598,NM180272,E04.1
3599,NM180272,E04.2
3600,NM180272,E04.9
3601,NM180272,E05.1
3602,NM180272,E05.2
3603,NM180272,R22.1
3604,NM180272,D48.7
3605,NM180272,I88.1
3606,NM180272,I88.9
3607,NM180272,R59.0
3608,NM180272,R59.1
3609,NM180272,R59.9
3610,NM180272,Z86.2
3611,NM180272,Z13.0
3612,NM180272,D44.1
3613,NM180272,D40.9
3614,NM180272,D40.1
3615,NM180272,D40.7
3616,NM180272,D39.1
3617,NM180272,D39.7
3618,NM180272,C80.0
3619,NM180301,A39.5
3620,NM180301,A52.0
3621,NM180301,B33.2
3622,NM180301,B37.6
3623,NM180301,B57.0
3624,NM180301,B57.2
3625,NM180301,C38.0
3626,NM180301,C45.2
3627,NM180301,D15.1
3628,NM180301,E85.4
3629,NM180301,I01.0
3630,NM180301,I01.1
3631,NM180301,I01.2
3632,NM180301,I01.8
3633,NM180301,I01.9
3634,NM180301,I05.0
3635,NM180301,I05.1
3636,NM180301,I05.2
3637,NM180301,I05.8
3638,NM180301,I05.9
3639,NM180301,I06.0
3640,NM180301,I06.1
3641,NM180301,I06.2
3642,NM180301,I06.9
3643,NM180301,I07.0
3644,NM180301,I07.1
3645,NM180301,I07.2
3646,NM180301,I07.8
3647,NM180301,I07.9
3648,NM180301,I08.0
3649,NM180301,I08.1
3650,NM180301,I08.2
3651,NM180301,I08.3
3652,NM180301,I08.8
3653,NM180301,I08.9
3654,NM180301,I09.0
3655,NM180301,I09.1
3656,NM180301,I09.2
3657,NM180301,I09.8
3658,NM180301,I09.9
3659,NM180301,I11.0
3660,NM180301,I11.9
3661,NM180301,I13.0
3662,NM180301,I13.1
3663,NM180301,I13.2
3664,NM180301,I13.9
3665,NM180301,I20.0
3666,NM180301,I20.1
3667,NM180301,I20.8
3668,NM180301,I20.9
3669,NM180301,I21.0
3670,NM180301,I21.1
3671,NM180301,I21.2
3672,NM180301,I21.3
3673,NM180301,I21.4
3674,NM180301,I21.9
3675,NM180301,I22.0
3676,NM180301,I22.1
3677,NM180301,I22.9
3678,NM180301,I23.0
3679,NM180301,I23.1
3680,NM180301,I23.2
3681,NM180301,I23.3
3682,NM180301,I23.4
3683,NM180301,I23.5
3684,NM180301,I23.6
3685,NM180301,I23.8
3686,NM180301,I24.0
3687,NM180301,I24.1
3688,NM180301,I24.8
3689,NM180301,I24.9
3690,NM180301,I25.1
3691,NM180301,I25.2
3692,NM180301,I25.3
3693,NM180301,I25.4
3694,NM180301,I25.5
3695,NM180301,I25.6
3696,NM180301,I25.8
3697,NM180301,I25.9
3698,NM180301,I26.0
3699,NM180301,I27.0
3700,NM180301,I27.8
3701,NM180301,I27.9
3702,NM180301,I28.8
3703,NM180301,I30.0
3704,NM180301,I30.1
3705,NM180301,I30.8
3706,NM180301,I30.9
3707,NM180301,I31.0
3708,NM180301,I31.1
3709,NM180301,I31.2
3710,NM180301,I31.3
3711,NM180301,I31.8
3712,NM180301,I31.9
3713,NM180301,I32.0
3714,NM180301,I32.1
3715,NM180301,I32.8
3716,NM180301,I33.0
3717,NM180301,I33.9
3718,NM180301,I34.0
3719,NM180301,I34.1
3720,NM180301,I34.2
3721,NM180301,I34.8
3722,NM180301,I34.9
3723,NM180301,I35.0
3724,NM180301,I35.1
3725,NM180301,I35.2
3726,NM180301,I35.8
3727,NM180301,I35.9
3728,NM180301,I36.0
3729,NM180301,I36.1
3730,NM180301,I36.2
3731,NM180301,I36.8
3732,NM180301,I36.9
3733,NM180301,I37.0
3734,NM180301,I37.1
3735,NM180301,I37.2
3736,NM180301,I37.8
3737,NM180301,I37.9
3738,NM180301,I38
3739,NM180301,I39.0
3740,NM180301,I39.1
3741,NM180301,I39.2
3742,NM180301,I39.3
3743,NM180301,I39.8
3744,NM180301,I40.0
3745,NM180301,I40.1
3746,NM180301,I40.8
3747,NM180301,I40.9
3748,NM180301,I41.0
3749,NM180301,I41.1
3750,NM180301,I41.2
3751,NM180301,I41.8
3752,NM180301,I42.0
3753,NM180301,I42.1
3754,NM180301,I42.2
3755,NM180301,I42.3
3756,NM180301,I42.4
3757,NM180301,I42.5
3758,NM180301,I42.6
3759,NM180301,I42.7
3760,NM180301,I42.8
3761,NM180301,I42.9
3762,NM180301,I43.0
3763,NM180301,I43.1
3764,NM180301,I43.2
3765,NM180301,I43.8
3766,NM180301,I44.0
3767,NM180301,I44.1
3768,NM180301,I44.2
3769,NM180301,I44.3
3770,NM180301,I44.4
3771,NM180301,I44.5
3772,NM180301,I44.7
3773,NM180301,I45.2
3774,NM180301,I45.3
3775,NM180301,I45.4
3776,NM180301,I45.5
3777,NM180301,I45.6
3778,NM180301,I45.8
3779,NM180301,I45.9
3780,NM180301,I46.0
3781,NM180301,I46.9
3782,NM180301,I47.0
3783,NM180301,I47.1
3784,NM180301,I47.2
3785,NM180301,I47.9
3786,NM180301,I48.0
3787,NM180301,I48.1
3788,NM180301,I48.2
3789,NM180301,I48.3
3790,NM180301,I48.4
3791,NM180301,I48.9
3792,NM180301,I49.0
3793,NM180301,I49.1
3794,NM180301,I49.2
3795,NM180301,I49.3
3796,NM180301,I49.4
3797,NM180301,I49.5
3798,NM180301,I49.8
3799,NM180301,I49.9
3800,NM180301,I50.0
3801,NM180301,I50.1
3802,NM180301,I50.9
3803,NM180301,I51.0
3804,NM180301,I51.1
3805,NM180301,I51.2
3806,NM180301,I51.3
3807,NM180301,I51.4
3808,NM180301,I51.5
3809,NM180301,I51.7
3810,NM180301,I51.8
3811,NM180301,I51.9
3812,NM180301,I52.0
3813,NM180301,I52.8
3814,NM180301,I97.0
3815,NM180301,I97.1
3816,NM180301,O10.1
3817,NM180301,O10.3
3818,NM180301,O29.1
3819,NM180301,O74.2
3820,NM180301,O89.1
3821,NM180301,O90.3
3822,NM180301,P29.0
3823,NM180301,P29.1
3824,NM180301,P29.4
3825,NM180301,Q20.0
3826,NM180301,Q20.1
3827,NM180301,Q20.2
3828,NM180301,Q20.3
3829,NM180301,Q20.4
3830,NM180301,Q20.5
3831,NM180301,Q20.6
3832,NM180301,Q20.8
3833,NM180301,Q20.9
3834,NM180301,Q21.0
3835,NM180301,Q21.1
3836,NM180301,Q21.2
3837,NM180301,Q21.3
3838,NM180301,Q21.8
3839,NM180301,Q21.9
3840,NM180301,Q22.0
3841,NM180301,Q22.1
3842,NM180301,Q22.2
3843,NM180301,Q22.3
3844,NM180301,Q22.4
3845,NM180301,Q22.5
3846,NM180301,Q22.6
3847,NM180301,Q22.8
3848,NM180301,Q22.9
3849,NM180301,Q23.0
3850,NM180301,Q23.1
3851,NM180301,Q23.2
3852,NM180301,Q23.3
3853,NM180301,Q23.4
3854,NM180301,Q23.8
3855,NM180301,Q23.9
3856,NM180301,Q24.0
3857,NM180301,Q24.1
3858,NM180301,Q24.2
3859,NM180301,Q24.3
3860,NM180301,Q24.4
3861,NM180301,Q24.5
3862,NM180301,Q24.6
3863,NM180301,Q24.8
3864,NM180301,Q24.9
3865,NM180301,Q25.1
3866,NM180301,Q25.2
3867,NM180301,Q25.5
3868,NM180301,Q25.6
3869,NM180301,Q25.7
3870,NM180301,Q26.2
3871,NM180301,Q26.4
3872,NM180301,Q89.3
3873,NM180301,R00.0
3874,NM180301,R00.1
3875,NM180301,R00.2
3876,NM180301,R00.8
3877,NM180301,R01.0
3878,NM180301,R01.1
3879,NM180301,R94.3
3880,NM180301,S26.0
3881,NM180301,S26.8
3882,NM180301,S26.9
3883,NM180301,T82.0
3884,NM180301,T82.1
3885,NM180301,T82.2
3886,NM180301,T82.5
3887,NM180301,T82.6
3888,NM180301,T82.7
3889,NM180301,T82.8
3890,NM180301,T82.9
3891,NM180301,T86.2
3892,NM180301,T86.3
3893,NM180301,Z94.1
3894,NM180301,Z95.5
3895,NM180301,Z95.8
3896,NM180301,Z95.9
3897,NM180302,A39.5
3898,NM180302,A52.0
3899,NM180302,B33.2
3900,NM180302,B37.6
3901,NM180302,B57.0
3902,NM180302,B57.2
3903,NM180302,C38.0
3904,NM180302,C45.2
3905,NM180302,D15.1
3906,NM180302,E85.4
3907,NM180302,I01.0
3908,NM180302,I01.1
3909,NM180302,I01.2
3910,NM180302,I01.8
3911,NM180302,I01.9
3912,NM180302,I05.0
3913,NM180302,I05.1
3914,NM180302,I05.2
3915,NM180302,I05.8
3916,NM180302,I05.9
3917,NM180302,I06.0
3918,NM180302,I06.1
3919,NM180302,I06.2
3920,NM180302,I06.9
3921,NM180302,I07.0
3922,NM180302,I07.1
3923,NM180302,I07.2
3924,NM180302,I07.8
3925,NM180302,I07.9
3926,NM180302,I08.0
3927,NM180302,I08.1
3928,NM180302,I08.2
3929,NM180302,I08.3
3930,NM180302,I08.8
3931,NM180302,I08.9
3932,NM180302,I09.0
3933,NM180302,I09.1
3934,NM180302,I09.2
3935,NM180302,I09.8
3936,NM180302,I09.9
3937,NM180302,I11.0
3938,NM180302,I11.9
3939,NM180302,I13.0
3940,NM180302,I13.1
3941,NM180302,I13.2
3942,NM180302,I13.9
3943,NM180302,I20.0
3944,NM180302,I20.1
3945,NM180302,I20.8
3946,NM180302,I20.9
3947,NM180302,I21.0
3948,NM180302,I21.1
3949,NM180302,I21.2
3950,NM180302,I21.3
3951,NM180302,I21.4
3952,NM180302,I21.9
3953,NM180302,I22.0
3954,NM180302,I22.1
3955,NM180302,I22.9
3956,NM180302,I23.0
3957,NM180302,I23.1
3958,NM180302,I23.2
3959,NM180302,I23.3
3960,NM180302,I23.4
3961,NM180302,I23.5
3962,NM180302,I23.6
3963,NM180302,I23.8
3964,NM180302,I24.0
3965,NM180302,I24.1
3966,NM180302,I24.8
3967,NM180302,I24.9
3968,NM180302,I25.1
3969,NM180302,I25.2
3970,NM180302,I25.3
3971,NM180302,I25.4
3972,NM180302,I25.5
3973,NM180302,I25.6
3974,NM180302,I25.8
3975,NM180302,I25.9
3976,NM180302,I26.0
3977,NM180302,I27.0
3978,NM180302,I27.8
3979,NM180302,I27.9
3980,NM180302,I28.8
3981,NM180302,I30.0
3982,NM180302,I30.1
3983,NM180302,I30.8
3984,NM180302,I30.9
3985,NM180302,I31.0
3986,NM180302,I31.1
3987,NM180302,I31.2
3988,NM180302,I31.3
3989,NM180302,I31.8
3990,NM180302,I31.9
3991,NM180302,I32.0
3992,NM180302,I32.1
3993,NM180302,I32.8
3994,NM180302,I33.0
3995,NM180302,I33.9
3996,NM180302,I34.0
3997,NM180302,I34.1
3998,NM180302,I34.2
3999,NM180302,I34.8
4000,NM180302,I34.9
4001,NM180302,I35.0
4002,NM180302,I35.1
4003,NM180302,I35.2
4004,NM180302,I35.8
4005,NM180302,I35.9
4006,NM180302,I36.0
4007,NM180302,I36.1
4008,NM180302,I36.2
4009,NM180302,I36.8
4010,NM180302,I36.9
4011,NM180302,I37.0
4012,NM180302,I37.1
4013,NM180302,I37.2
4014,NM180302,I37.8
4015,NM180302,I37.9
4016,NM180302,I38
4017,NM180302,I39.0
4018,NM180302,I39.1
4019,NM180302,I39.2
4020,NM180302,I39.3
4021,NM180302,I39.8
4022,NM180302,I40.0
4023,NM180302,I40.1
4024,NM180302,I40.8
4025,NM180302,I40.9
4026,NM180302,I41.0
4027,NM180302,I41.1
4028,NM180302,I41.2
4029,NM180302,I41.8
4030,NM180302,I42.0
4031,NM180302,I42.1
4032,NM180302,I42.2
4033,NM180302,I42.3
4034,NM180302,I42.4
4035,NM180302,I42.5
4036,NM180302,I42.6
4037,NM180302,I42.7
4038,NM180302,I42.8
4039,NM180302,I42.9
4040,NM180302,I43.0
4041,NM180302,I43.1
4042,NM180302,I43.2
4043,NM180302,I43.8
4044,NM180302,I44.0
4045,NM180302,I44.1
4046,NM180302,I44.2
4047,NM180302,I44.3
4048,NM180302,I44.4
4049,NM180302,I44.5
4050,NM180302,I44.7
4051,NM180302,I45.2
4052,NM180302,I45.3
4053,NM180302,I45.4
4054,NM180302,I45.5
4055,NM180302,I45.6
4056,NM180302,I45.8
4057,NM180302,I45.9
4058,NM180302,I46.0
4059,NM180302,I46.9
4060,NM180302,I47.0
4061,NM180302,I47.1
4062,NM180302,I47.2
4063,NM180302,I47.9
4064,NM180302,I48.0
4065,NM180302,I48.1
4066,NM180302,I48.2
4067,NM180302,I48.3
4068,NM180302,I48.4
4069,NM180302,I48.9
4070,NM180302,I49.0
4071,NM180302,I49.1
4072,NM180302,I49.2
4073,NM180302,I49.3
4074,NM180302,I49.4
4075,NM180302,I49.5
4076,NM180302,I49.8
4077,NM180302,I49.9
4078,NM180302,I50.0
4079,NM180302,I50.1
4080,NM180302,I50.9
4081,NM180302,I51.0
4082,NM180302,I51.1
4083,NM180302,I51.2
4084,NM180302,I51.3
4085,NM180302,I51.4
4086,NM180302,I51.5
4087,NM180302,I51.7
4088,NM180302,I51.8
4089,NM180302,I51.9
4090,NM180302,I52.0
